example_idx,gt,status,pred_obj,correct,abs_error,rel_error,latency_sec,num_calls,parse_fail
30,206250.0,OPTIMAL,206250.0,True,0.0,0.0,7.064502954483032,2,False
31,84.0,OPTIMAL,48.0,False,36.0,0.4285714285663265,8.906017780303955,2,False
32,600.0,OPTIMAL,600.0,True,0.0,0.0,6.760108470916748,2,False
33,239.0,OPTIMAL,239.0,True,0.0,0.0,4.914262771606445,2,False
34,33.5,OPTIMAL,33.5,True,0.0,0.0,8.397244930267334,2,False
35,4400.0,OPTIMAL,4400.0,True,0.0,0.0,10.748635053634644,2,False
36,150000.0,OPTIMAL,150000.0,True,0.0,0.0,7.4765784740448,2,False
37,648.0,OPTIMAL,648.0,True,0.0,0.0,6.454243421554565,2,False
38,300.0,OPTIMAL,300.0,True,0.0,0.0,8.187746524810791,2,False
39,8.0,OPTIMAL,8.0,True,0.0,0.0,10.956366300582886,2,False
40,142.0,OPTIMAL,142.0,True,0.0,0.0,7.170674562454224,2,False
41,540.0,OPTIMAL,540.0,True,0.0,0.0,5.526859998703003,2,False
42,17000.0,OPTIMAL,17000.0,True,0.0,0.0,5.424659252166748,2,False
43,990.0,OPTIMAL,900.0,False,90.0,0.09090909090899908,11.67398715019226,2,False
44,-99999.0,INF_OR_UNBD,,False,,,11.57345461845398,2,False
45,960.0,OPTIMAL,960.0,True,0.0,0.0,5.218197584152222,2,False
46,290.5,OPTIMAL,291.6666666666667,False,1.1666666666666856,0.004016064257014353,4.914808511734009,2,False
47,4190.0,OPTIMAL,4190.0,True,0.0,0.0,11.368282318115234,2,False
48,5.851851851851852,OPTIMAL,5.851851851851852,True,0.0,0.0,6.861181020736694,2,False
49,3.0,OPTIMAL,3.0,True,0.0,0.0,4.91354513168335,2,False
50,14375.0,OPTIMAL,14375.0,True,0.0,0.0,4.912616968154907,2,False
51,25.0,OPTIMAL,25.0,True,0.0,0.0,7.27173113822937,2,False
52,1000.0,OPTIMAL,970.0,False,30.0,0.029999999999970002,6.143817186355591,2,False
53,690.0,OPTIMAL,690.0,True,0.0,0.0,7.3712732791900635,2,False
54,1680.0,OPTIMAL,1680.0,True,0.0,0.0,5.739450454711914,2,False
55,25.0,OPTIMAL,25.0,True,0.0,0.0,5.011857271194458,2,False
56,7.0,OPTIMAL,7.0,True,0.0,0.0,5.324323892593384,2,False
57,85500.0,OPTIMAL,85500.0,True,0.0,0.0,4.914548635482788,2,False
58,9000.0,OPTIMAL,9000.0,True,0.0,0.0,5.11934232711792,2,False
59,2200.0,OPTIMAL,2200.0,True,0.0,0.0,5.7355873584747314,2,False
60,150000.0,OPTIMAL,150000.0,True,0.0,0.0,7.78013801574707,2,False
61,19.0,OPTIMAL,19.0,True,0.0,0.0,5.428384304046631,2,False
62,62.5,OPTIMAL,62.5,True,0.0,0.0,8.293363809585571,2,False
63,37.0,OPTIMAL,36.666666666666664,False,0.3333333333333357,0.009009009008765587,6.24590802192688,2,False
64,52.0,OPTIMAL,52.0,True,0.0,0.0,6.043038368225098,2,False
65,580.0,OPTIMAL,580.0,True,0.0,0.0,5.734737873077393,2,False
66,-99999.0,OPTIMAL,76.0,False,,,10.75100040435791,2,False
67,60.0,OPTIMAL,60.0,True,0.0,0.0,5.52812385559082,2,False
68,2400.0,OPTIMAL,2333.3333333333335,False,66.66666666666652,0.02777777777776614,7.136857509613037,2,False
69,735.0,OPTIMAL,735.0,True,0.0,0.0,5.763530254364014,2,False
70,14.0,OPTIMAL,14.0,True,0.0,0.0,10.95654845237732,2,False
71,1480.0,OPTIMAL,1480.0,True,0.0,0.0,8.5985267162323,2,False
72,1.5,OPTIMAL,1.5,True,0.0,0.0,5.427552223205566,2,False
73,6.4,OPTIMAL,21.333333333333336,False,14.933333333333335,2.33333333296875,5.937934875488281,2,False
74,5050.0,OPTIMAL,5050.0,True,0.0,0.0,5.32650351524353,2,False
75,1800.0,OPTIMAL,1800.0,True,0.0,0.0,6.3480064868927,2,False
76,1965.0,OPTIMAL,1965.0,True,0.0,0.0,10.753135919570923,2,False
77,310.0,OPTIMAL,320.0,False,10.0,0.032258064516024976,9.5211660861969,2,False
78,14.0,OPTIMAL,14.0,True,0.0,0.0,6.449442386627197,2,False
79,36900.0,OPTIMAL,37083.333333333336,False,183.33333333333576,0.004968383017163436,5.8365044593811035,2,False
80,6.0,OPTIMAL,6.0,True,0.0,0.0,5.633277893066406,2,False
81,17.714285714285715,OPTIMAL,17.71428571428571,True,3.552713678800501e-15,2.0055641734031944e-16,6.757636070251465,2,False
82,1001.0,OPTIMAL,1001.0,True,0.0,0.0,6.756447076797485,2,False
83,390.0,OPTIMAL,390.0,True,0.0,0.0,9.424142360687256,2,False
84,81000.0,OPTIMAL,81000.0,True,0.0,0.0,7.471775054931641,2,False
85,72.0,OPTIMAL,72.0,True,0.0,0.0,7.577935218811035,2,False
86,4000000.0,OPTIMAL,4000000.0,True,0.0,0.0,9.520740509033203,2,False
87,1080.0,OPTIMAL,1080.0,True,0.0,0.0,5.940104007720947,2,False
88,32.0,OPTIMAL,32.0,True,0.0,0.0,6.658173084259033,2,False
89,810.0,OPTIMAL,810.0,True,0.0,0.0,7.268216133117676,2,False
90,160.0,OPTIMAL,160.0,True,0.0,0.0,6.654849290847778,2,False
91,230.0,OPTIMAL,230.0,True,0.0,0.0,6.744535684585571,2,False
92,24.0,OPTIMAL,24.0,True,0.0,0.0,6.362135887145996,2,False
93,2480.0,OPTIMAL,2480.0,True,0.0,0.0,6.812490701675415,2,False
94,310.0,OPTIMAL,310.0,True,0.0,0.0,4.7579474449157715,2,False
95,300.0,OPTIMAL,110.0,False,190.0,0.6333333333312222,6.552222967147827,2,False
96,22.0,OPTIMAL,22.0,True,0.0,0.0,5.220692157745361,2,False
97,175.0,OPTIMAL,175.0,True,0.0,0.0,5.224379777908325,2,False
98,30.0,OPTIMAL,23.0,False,7.0,0.23333333332555556,4.70929217338562,2,False
99,342750.0,OPTIMAL,342750.0,True,0.0,0.0,4.301831245422363,2,False
100,30000.0,OPTIMAL,30000.0,True,0.0,0.0,7.268608570098877,2,False
101,1366.6666666666667,OPTIMAL,1400.0,False,33.33333333333326,0.024390243902421123,6.035029888153076,2,False
102,-99999.0,INFEASIBLE,,False,,,6.659140110015869,2,False
103,26.0,OPTIMAL,26.0,True,0.0,0.0,8.29701828956604,2,False
104,571.0,OPTIMAL,571.0,True,0.0,0.0,5.634260654449463,2,False
105,61875.0,OPTIMAL,61875.0,True,0.0,0.0,6.345003604888916,2,False
106,166.66666666666669,OPTIMAL,166.66666666666666,True,2.842170943040401e-14,1.7053025658140085e-16,6.553056478500366,2,False
107,4347.0,OPTIMAL,4347.0,True,0.0,0.0,5.836453676223755,2,False
108,1500.0,OPTIMAL,1500.0,True,0.0,0.0,5.222143173217773,2,False
109,45.0,OPTIMAL,45.0,True,0.0,0.0,6.860792398452759,2,False
110,430.0,OPTIMAL,430.0,True,0.0,0.0,5.4272801876068115,2,False
111,600.0,OPTIMAL,600.0,True,0.0,0.0,7.985305309295654,2,False
112,125.0,OPTIMAL,125.0,True,0.0,0.0,4.608670711517334,2,False
113,507.8,OPTIMAL,935.0,False,427.2,0.8412760929483236,11.364213705062866,2,False
114,684000.0,OPTIMAL,684000.0,True,0.0,0.0,8.378429651260376,2,False
115,2500.0,OPTIMAL,11275.0,False,8775.0,3.509999999998596,6.980504751205444,2,False
116,22.0,OPTIMAL,22.0,True,0.0,0.0,5.838764667510986,2,False
117,430.7692307692308,OPTIMAL,374.0,False,56.769230769230774,0.13178571428540836,6.142534255981445,2,False
118,465.0,OPTIMAL,465.0,True,0.0,0.0,5.875906467437744,2,False
119,291.4,OPTIMAL,291.4,True,0.0,0.0,5.692106246948242,2,False
120,363.0,OPTIMAL,363.0,True,0.0,0.0,5.841482400894165,2,False
121,22.0,OPTIMAL,22.0,True,0.0,0.0,7.57373571395874,2,False
122,28.0,OPTIMAL,22.0,False,6.0,0.21428571427806123,12.38902759552002,2,False
123,4.0,OPTIMAL,2.4,False,1.6,0.3999999999,5.119009971618652,2,False
124,11980.0,OPTIMAL,12000.0,False,20.0,0.0016694490818028656,5.017479181289673,2,False
125,2250.0,OPTIMAL,2250.0,True,0.0,0.0,6.86191725730896,2,False
126,19.0,OPTIMAL,19.0,True,0.0,0.0,4.709300994873047,2,False
127,44.0,OPTIMAL,44.0,True,0.0,0.0,5.324078798294067,2,False
128,342.0,OPTIMAL,342.0,True,0.0,0.0,6.655166864395142,2,False
129,120.0,OPTIMAL,120.0,True,0.0,0.0,10.138164281845093,2,False
130,32.0,OPTIMAL,34.0,False,2.0,0.06249999999804688,9.526873350143433,2,False
131,60.0,OPTIMAL,60.0,True,0.0,0.0,5.876203298568726,2,False
132,511.4285714285713,OPTIMAL,511.4285714285714,True,1.1368683772161603e-13,2.222926994552392e-16,5.896297931671143,2,False
133,650.0,OPTIMAL,2250.0,False,1600.0,2.4615384615346745,7.777982950210571,2,False
134,480.0,OPTIMAL,480.0,True,0.0,0.0,7.889695405960083,2,False
135,136.0,OPTIMAL,143.0,False,7.0,0.05147058823491566,6.450965881347656,2,False
136,30.0,OPTIMAL,30.0,True,0.0,0.0,8.085018873214722,2,False
137,64.0,OPTIMAL,64.0,True,0.0,0.0,5.440032243728638,2,False
138,10060.0,OPTIMAL,10060.0,True,0.0,0.0,11.047972679138184,2,False
139,670.0,OPTIMAL,670.0,True,0.0,0.0,7.318685293197632,2,False
140,1000.0,OPTIMAL,1000.0,True,0.0,0.0,7.627139568328857,2,False
141,40.0,OPTIMAL,40.0,True,0.0,0.0,5.532655715942383,2,False
142,306.0,OPTIMAL,306.0,True,0.0,0.0,7.266410827636719,2,False
143,-99999.0,INFEASIBLE,,False,,,6.453038692474365,2,False
144,1070.0,OPTIMAL,1070.0,True,0.0,0.0,6.115985155105591,2,False
145,60.0,OPTIMAL,60.0,True,0.0,0.0,7.295330286026001,2,False
146,50.0,OPTIMAL,132.0,False,82.0,1.6399999999672001,6.556564092636108,2,False
147,16666.666666666664,OPTIMAL,16666.666666666664,True,0.0,0.0,5.632782220840454,2,False
148,75.0,OPTIMAL,75.0,True,0.0,0.0,9.62522006034851,2,False
149,71.0,OPTIMAL,71.0,True,0.0,0.0,6.755236864089966,2,False
150,6000.0,OPTIMAL,6000.0,True,0.0,0.0,6.862257480621338,2,False
151,5.0,OPTIMAL,5.0,True,0.0,0.0,9.00943374633789,2,False
152,6.0,INFEASIBLE,,False,,,6.975178480148315,2,False
153,-99999.0,OPTIMAL,84.0,False,,,7.059228420257568,2,False
154,95.0,OPTIMAL,525.0,False,430.0,4.526315789426039,6.958278656005859,2,False
155,133200.0,OPTIMAL,133200.0,True,0.0,0.0,5.631654500961304,2,False
156,217.0,OPTIMAL,217.0,True,0.0,0.0,7.064067602157593,2,False
157,78.0,OPTIMAL,0.0,False,78.0,0.9999999999871795,8.60550856590271,2,False
158,23.5,OPTIMAL,23.5,True,0.0,0.0,7.0570714473724365,2,False
159,333.0,OPTIMAL,333.0,True,0.0,0.0,7.559921026229858,2,False
160,29.0,OPTIMAL,29.0,True,0.0,0.0,5.246805906295776,2,False
161,1990.0,OPTIMAL,1990.0,True,0.0,0.0,8.494465351104736,2,False
162,70.0,OPTIMAL,70.0,True,0.0,0.0,7.373422622680664,2,False
163,268.0,OPTIMAL,268.0,True,0.0,0.0,6.4520392417907715,2,False
164,80000.0,OPTIMAL,80000.0,True,0.0,0.0,5.324490308761597,2,False
165,7500.0,OPTIMAL,6428.0,False,1072.0,0.14293333333331426,9.421308994293213,2,False
166,24.0,OPTIMAL,24.0,True,0.0,0.0,5.016481399536133,2,False
167,48.0,OPTIMAL,48.0,True,0.0,0.0,6.3465142250061035,2,False
168,89.0,OPTIMAL,89.0,True,0.0,0.0,9.693663835525513,2,False
169,18.0,OPTIMAL,16.0,False,2.0,0.11111111110493826,6.587459325790405,2,False
170,80000.0,OPTIMAL,80000.0,True,0.0,0.0,10.032035112380981,2,False
171,101.81818181818184,OPTIMAL,105.0,False,3.1818181818181586,0.031249999999692843,5.432473182678223,2,False
172,368.0,OPTIMAL,368.0,True,0.0,0.0,5.529117584228516,2,False
173,6300.0,OPTIMAL,6300.0,True,0.0,0.0,5.5245397090911865,2,False
174,260.0,OPTIMAL,260.0,True,0.0,0.0,5.637289047241211,2,False
175,960.0,OPTIMAL,1020.0,False,60.0,0.0624999999999349,7.47499418258667,2,False
176,6794.0,OPTIMAL,6794.0,True,0.0,0.0,7.983731031417847,2,False
177,67.0,OPTIMAL,67.0,True,0.0,0.0,8.39922547340393,2,False
178,226.0,OPTIMAL,226.0,True,0.0,0.0,6.448357105255127,2,False
179,582.0,OPTIMAL,582.0,True,0.0,0.0,5.3225791454315186,2,False
180,375.0,OPTIMAL,375.0,True,0.0,0.0,5.122135877609253,2,False
181,480.0,OPTIMAL,480.0,True,0.0,0.0,6.969940900802612,2,False
182,65000.0,OPTIMAL,72000.0,False,7000.0,0.10769230769230605,8.150871992111206,2,False
183,20.0,OPTIMAL,12.0,False,8.0,0.39999999998,7.510656833648682,2,False
184,118.0,OPTIMAL,118.0,True,0.0,0.0,5.9907145500183105,2,False
185,16.0,OPTIMAL,16.0,True,0.0,0.0,5.2277045249938965,2,False
186,-99999.0,OPTIMAL,3220.0,False,,,6.879264831542969,2,False
187,11.0,OPTIMAL,11.0,True,0.0,0.0,8.086640357971191,2,False
188,46000.0,OPTIMAL,46000.0,True,0.0,0.0,9.215314626693726,2,False
189,7000.0,OPTIMAL,7000.0,True,0.0,0.0,5.426206827163696,2,False
190,677.5,OPTIMAL,670.0,False,7.5,0.011070110701090671,10.549361228942871,2,False
191,79000.0,OPTIMAL,66500.0,False,12500.0,0.1582278481012638,14.642687320709229,2,False
192,2500.0,OPTIMAL,2500.0,True,0.0,0.0,9.523761510848999,2,False
193,65.0,OPTIMAL,55.0,False,10.0,0.15384615384378697,7.883133172988892,2,False
194,175.0,OPTIMAL,166.66666666666669,False,8.333333333333314,0.047619047618775404,7.985881090164185,2,False
195,800.0,OPTIMAL,800.0,True,0.0,0.0,9.319134712219238,2,False
196,110.0,OPTIMAL,110.0,True,0.0,0.0,11.162171363830566,2,False
197,19.0,OPTIMAL,19.0,True,0.0,0.0,8.085734844207764,2,False
198,-99999.0,OPTIMAL,50.0,False,,,7.069209814071655,2,False
199,14.0,OPTIMAL,14.0,True,0.0,0.0,5.626823902130127,2,False
200,100.0,OPTIMAL,100.0,True,0.0,0.0,10.858356475830078,2,False
201,2000.0,OPTIMAL,2000.0,True,0.0,0.0,7.9926676750183105,2,False
202,1125.0,OPTIMAL,1125.0,True,0.0,0.0,6.957950592041016,2,False
203,1552.0,OPTIMAL,1552.0,True,0.0,0.0,8.810534238815308,2,False
204,750.0,OPTIMAL,750.0,True,0.0,0.0,7.138943195343018,2,False
205,200.0,OPTIMAL,200.0,True,0.0,0.0,9.032905340194702,2,False
206,610.0,OPTIMAL,610.0,True,0.0,0.0,8.3993079662323,2,False
207,50.0,OPTIMAL,50.0,True,0.0,0.0,9.727312326431274,2,False
208,819.0,OPTIMAL,819.0,True,0.0,0.0,9.113223314285278,2,False
209,890.0,OPTIMAL,890.0,True,0.0,0.0,13.615133285522461,2,False
210,310.0,OPTIMAL,310.0,True,0.0,0.0,7.990694284439087,2,False
211,555.0,OPTIMAL,555.0,True,0.0,0.0,14.845479249954224,2,False
212,430.7692307692307,OPTIMAL,400.0,False,30.769230769230717,0.0714285714284055,14.949374198913574,2,False
213,40.0,OPTIMAL,40.0,True,0.0,0.0,6.653152704238892,2,False
214,225.00000000000003,OPTIMAL,225.00000000000003,True,0.0,0.0,11.780094861984253,2,False
215,30.0,OPTIMAL,30.0,True,0.0,0.0,10.755616426467896,2,False
216,60.0,OPTIMAL,55.0,False,5.0,0.08333333333194445,9.388646125793457,2,False
217,256500.0,OPTIMAL,256500.0,True,0.0,0.0,6.98712944984436,2,False
218,1970.0,OPTIMAL,1830.0,False,140.0,0.07106598984767966,10.108480215072632,2,False
219,70.0,OPTIMAL,70.0,True,0.0,0.0,6.482380151748657,2,False
220,40.0,OPTIMAL,40.0,True,0.0,0.0,7.373024940490723,2,False
221,125.49295774647888,OPTIMAL,125.49295774647888,True,0.0,0.0,7.677915573120117,2,False
222,8.0,OPTIMAL,8.0,True,0.0,0.0,7.946045875549316,2,False
223,16500.0,OPTIMAL,16500.0,True,0.0,0.0,11.716074228286743,2,False
224,2400.0,OPTIMAL,2400.0,True,0.0,0.0,9.624805927276611,2,False
225,2.3,OPTIMAL,2.3,True,0.0,0.0,6.655970573425293,2,False
226,72.0,OPTIMAL,72.0,True,0.0,0.0,8.905271053314209,2,False
227,214.0,OPTIMAL,214.0,True,0.0,0.0,9.96370530128479,2,False
228,8.0,OPTIMAL,8.0,True,0.0,0.0,7.957179307937622,2,False
229,2190.0,OPTIMAL,2190.0,True,0.0,0.0,10.430529594421387,2,False
230,26.0,OPTIMAL,26.0,True,0.0,0.0,7.458885669708252,2,False
