example_idx,gt,status,pred_obj,correct,abs_error,rel_error,latency_sec,num_calls,parse_fail
81,17.714285714285715,OPTIMAL,17.71428571428571,True,3.552713678800501e-15,2.0055641734031944e-16,5.8317811489105225,2,False
82,1001.0,OPTIMAL,1001.0,True,0.0,0.0,6.450194597244263,2,False
83,390.0,OPTIMAL,390.0,True,0.0,0.0,7.552068471908569,2,False
84,81000.0,OPTIMAL,81000.0,True,0.0,0.0,5.351651191711426,2,False
85,72.0,OPTIMAL,72.0,True,0.0,0.0,5.938740015029907,2,False
86,4000000.0,OPTIMAL,4000000.0,True,0.0,0.0,8.801823854446411,2,False
87,1080.0,OPTIMAL,1080.0,True,0.0,0.0,7.373434782028198,2,False
88,32.0,OPTIMAL,32.0,True,0.0,0.0,4.919566869735718,2,False
89,810.0,OPTIMAL,810.0,True,0.0,0.0,8.086280107498169,2,False
90,160.0,OPTIMAL,160.0,True,0.0,0.0,7.578903913497925,2,False
91,230.0,OPTIMAL,230.0,True,0.0,0.0,5.832794427871704,2,False
92,24.0,OPTIMAL,24.0,True,0.0,0.0,8.602908849716187,2,False
93,2480.0,OPTIMAL,2480.0,True,0.0,0.0,6.87310266494751,2,False
94,310.0,OPTIMAL,310.0,True,0.0,0.0,4.801447153091431,2,False
95,300.0,OPTIMAL,60.0,False,240.0,0.7999999999973334,6.786362409591675,2,False
96,22.0,OPTIMAL,22.0,True,0.0,0.0,7.339248895645142,2,False
97,175.0,OPTIMAL,175.0,True,0.0,0.0,7.942864894866943,2,False
98,30.0,OPTIMAL,30.0,True,0.0,0.0,5.883894443511963,2,False
99,342750.0,OPTIMAL,342750.0,True,0.0,0.0,7.374344825744629,2,False
100,30000.0,OPTIMAL,30000.0,True,0.0,0.0,10.746987581253052,2,False
101,1366.6666666666667,OPTIMAL,1400.0,False,33.33333333333326,0.024390243902421123,5.226074695587158,2,False
102,-99999.0,INFEASIBLE,,False,,,11.056176662445068,3,False
103,26.0,OPTIMAL,26.0,True,0.0,0.0,7.986931562423706,2,False
104,571.0,OPTIMAL,571.0,True,0.0,0.0,5.835400342941284,2,False
105,61875.0,OPTIMAL,61875.0,True,0.0,0.0,7.371179103851318,2,False
106,166.66666666666669,OPTIMAL,166.66666666666666,True,2.842170943040401e-14,1.7053025658140085e-16,7.990692138671875,2,False
107,4347.0,OPTIMAL,4347.0,True,0.0,0.0,8.09655499458313,2,False
108,1500.0,OPTIMAL,1500.0,True,0.0,0.0,6.632594108581543,2,False
109,45.0,OPTIMAL,45.0,True,0.0,0.0,5.952527046203613,2,False
110,430.0,INFEASIBLE,,False,,,11.569275140762329,3,False
111,600.0,OPTIMAL,600.0,True,0.0,0.0,6.452602863311768,2,False
112,125.0,OPTIMAL,125.0,True,0.0,0.0,5.549561023712158,2,False
113,507.8,OPTIMAL,935.0,False,427.2,0.8412760929483236,8.436477422714233,2,False
114,684000.0,OPTIMAL,684000.0,True,0.0,0.0,6.758665561676025,2,False
115,2500.0,OPTIMAL,11275.0,False,8775.0,3.509999999998596,6.828766107559204,2,False
116,22.0,OPTIMAL,22.0,True,0.0,0.0,6.78656792640686,2,False
117,430.7692307692308,OPTIMAL,374.0,False,56.769230769230774,0.13178571428540836,6.805433988571167,2,False
118,465.0,OPTIMAL,465.0,True,0.0,0.0,9.825812339782715,2,False
119,291.4,OPTIMAL,291.4,True,0.0,0.0,7.6806418895721436,2,False
120,363.0,OPTIMAL,363.0,True,0.0,0.0,9.317216873168945,2,False
121,22.0,OPTIMAL,22.0,True,0.0,0.0,6.269862174987793,2,False
122,28.0,OPTIMAL,23.0,False,5.0,0.178571428565051,8.352501392364502,2,False
123,4.0,OPTIMAL,2.4,False,1.6,0.3999999999,6.775465488433838,2,False
124,11980.0,OPTIMAL,11980.0,True,0.0,0.0,5.531196355819702,2,False
125,2250.0,OPTIMAL,2250.0,True,0.0,0.0,5.325380325317383,2,False
126,19.0,OPTIMAL,19.0,True,0.0,0.0,5.731946229934692,2,False
127,44.0,OPTIMAL,44.0,True,0.0,0.0,5.533554792404175,2,False
128,342.0,OPTIMAL,342.0,True,0.0,0.0,6.142024040222168,2,False
129,120.0,OPTIMAL,120.0,True,0.0,0.0,4.912405014038086,2,False
130,32.0,OPTIMAL,34.0,False,2.0,0.06249999999804688,4.92040753364563,2,False
131,60.0,OPTIMAL,60.0,True,0.0,0.0,6.447299480438232,2,False
132,511.4285714285713,OPTIMAL,511.4285714285714,True,1.1368683772161603e-13,2.222926994552392e-16,4.9116082191467285,2,False
133,650.0,OPTIMAL,2250.0,False,1600.0,2.4615384615346745,5.333166122436523,2,False
134,480.0,OPTIMAL,480.0,True,0.0,0.0,17.401903867721558,2,False
135,136.0,OPTIMAL,143.0,False,7.0,0.05147058823491566,5.9544923305511475,2,False
136,30.0,OPTIMAL,30.0,True,0.0,0.0,5.306860446929932,2,False
137,64.0,OPTIMAL,64.0,True,0.0,0.0,8.477818012237549,2,False
138,10060.0,OPTIMAL,10060.0,True,0.0,0.0,11.595404624938965,2,False
139,670.0,OPTIMAL,670.0,True,0.0,0.0,4.913246154785156,2,False
140,1000.0,OPTIMAL,1000.0,True,0.0,0.0,6.448882579803467,2,False
141,40.0,OPTIMAL,40.0,True,0.0,0.0,5.8367018699646,2,False
142,306.0,OPTIMAL,306.0,True,0.0,0.0,6.044426918029785,2,False
143,-99999.0,INFEASIBLE,,False,,,8.648701906204224,3,False
144,1070.0,OPTIMAL,1070.0,True,0.0,0.0,7.732073545455933,2,False
145,60.0,OPTIMAL,60.0,True,0.0,0.0,5.95584511756897,2,False
146,50.0,OPTIMAL,132.0,False,82.0,1.6399999999672001,10.632215738296509,2,False
147,16666.666666666664,OPTIMAL,16666.666666666664,True,0.0,0.0,5.219691753387451,2,False
148,75.0,OPTIMAL,75.0,True,0.0,0.0,7.1692421436309814,2,False
149,71.0,OPTIMAL,71.0,True,0.0,0.0,7.886038780212402,2,False
150,6000.0,OPTIMAL,6000.0,True,0.0,0.0,15.660913467407227,2,False
151,5.0,OPTIMAL,5.0,True,0.0,0.0,4.713935852050781,2,False
152,6.0,OPTIMAL,6.2,False,0.20000000000000018,0.033333333327777805,12.184616327285767,3,False
153,-99999.0,OPTIMAL,84.0,False,,,7.066619873046875,2,False
154,95.0,OPTIMAL,525.0,False,430.0,4.526315789426039,5.2226526737213135,2,False
155,133200.0,OPTIMAL,133200.0,True,0.0,0.0,5.842763900756836,2,False
156,217.0,OPTIMAL,217.0,True,0.0,0.0,10.451500654220581,2,False
157,78.0,OPTIMAL,0.0,False,78.0,0.9999999999871795,7.970266342163086,2,False
158,23.5,OPTIMAL,23.5,True,0.0,0.0,5.52622127532959,2,False
159,333.0,OPTIMAL,333.0,True,0.0,0.0,9.83618426322937,2,False
160,29.0,OPTIMAL,29.0,True,0.0,0.0,8.09115219116211,2,False
161,1990.0,OPTIMAL,1990.0,True,0.0,0.0,12.69378399848938,2,False
162,70.0,OPTIMAL,70.0,True,0.0,0.0,11.464788675308228,2,False
163,268.0,OPTIMAL,268.0,True,0.0,0.0,7.374000310897827,2,False
164,80000.0,OPTIMAL,80000.0,True,0.0,0.0,6.756818532943726,2,False
165,7500.0,OPTIMAL,6428.0,False,1072.0,0.14293333333331426,5.982904434204102,2,False
166,24.0,OPTIMAL,24.0,True,0.0,0.0,5.074256658554077,2,False
167,48.0,OPTIMAL,48.0,True,0.0,0.0,7.269628286361694,2,False
168,89.0,OPTIMAL,89.0,True,0.0,0.0,7.782923221588135,2,False
169,18.0,OPTIMAL,16.0,False,2.0,0.11111111110493826,10.138782739639282,2,False
170,80000.0,OPTIMAL,80000.0,True,0.0,0.0,5.117648124694824,2,False
171,101.81818181818184,OPTIMAL,105.0,False,3.1818181818181586,0.031249999999692843,6.251293182373047,2,False
172,368.0,OPTIMAL,368.0,True,0.0,0.0,5.631079435348511,2,False
173,6300.0,OPTIMAL,6300.0,True,0.0,0.0,6.139479637145996,2,False
174,260.0,OPTIMAL,260.0,True,0.0,0.0,6.14408278465271,2,False
175,960.0,OPTIMAL,1020.0,False,60.0,0.0624999999999349,6.657389402389526,2,False
176,6794.0,OPTIMAL,6794.0,True,0.0,0.0,6.453380107879639,2,False
177,67.0,OPTIMAL,67.0,True,0.0,0.0,7.379242897033691,2,False
178,226.0,OPTIMAL,226.0,True,0.0,0.0,5.990066289901733,2,False
179,582.0,OPTIMAL,582.0,True,0.0,0.0,6.800664663314819,2,False
180,375.0,OPTIMAL,375.0,True,0.0,0.0,4.196606874465942,2,False
181,480.0,OPTIMAL,480.0,True,0.0,0.0,4.095729827880859,2,False
182,65000.0,OPTIMAL,72000.0,False,7000.0,0.10769230769230605,4.539304733276367,2,False
183,20.0,OPTIMAL,12.0,False,8.0,0.39999999998,4.1615612506866455,2,False
184,118.0,OPTIMAL,118.0,True,0.0,0.0,5.840654611587524,2,False
185,16.0,OPTIMAL,16.0,True,0.0,0.0,4.911531925201416,2,False
186,-99999.0,OPTIMAL,3220.0,False,,,5.219895124435425,2,False
187,11.0,OPTIMAL,11.0,True,0.0,0.0,4.000789165496826,2,False
188,46000.0,OPTIMAL,46000.0,True,0.0,0.0,8.29144835472107,2,False
189,7000.0,OPTIMAL,7000.0,True,0.0,0.0,9.213697910308838,2,False
190,677.5,OPTIMAL,670.0,False,7.5,0.011070110701090671,5.833929061889648,2,False
191,79000.0,OPTIMAL,66500.0,False,12500.0,0.1582278481012638,7.279913902282715,2,False
192,2500.0,OPTIMAL,2500.0,True,0.0,0.0,5.418555021286011,2,False
193,65.0,OPTIMAL,55.0,False,10.0,0.15384615384378697,7.47330379486084,2,False
194,175.0,OPTIMAL,166.66666666666669,False,8.333333333333314,0.047619047618775404,15.47262454032898,2,False
195,800.0,OPTIMAL,800.0,True,0.0,0.0,5.5205395221710205,2,False
196,110.0,OPTIMAL,110.0,True,0.0,0.0,6.167938232421875,2,False
197,19.0,OPTIMAL,19.0,True,0.0,0.0,4.887727975845337,2,False
198,-99999.0,OPTIMAL,50.0,False,,,4.373163461685181,2,False
199,14.0,OPTIMAL,14.0,True,0.0,0.0,5.508096933364868,2,False
200,100.0,OPTIMAL,100.0,True,0.0,0.0,9.4770028591156,2,False
201,2000.0,OPTIMAL,2000.0,True,0.0,0.0,6.4465248584747314,2,False
202,1125.0,OPTIMAL,1125.0,True,0.0,0.0,5.2198076248168945,2,False
203,1552.0,OPTIMAL,1552.0,True,0.0,0.0,5.22560977935791,2,False
204,750.0,OPTIMAL,750.0,True,0.0,0.0,4.708814382553101,2,False
205,200.0,OPTIMAL,200.0,True,0.0,0.0,8.860419750213623,2,False
206,610.0,OPTIMAL,610.0,True,0.0,0.0,9.135342121124268,3,False
207,50.0,OPTIMAL,50.0,True,0.0,0.0,5.597720623016357,2,False
208,819.0,OPTIMAL,819.0,True,0.0,0.0,4.903107166290283,2,False
209,890.0,OPTIMAL,890.0,True,0.0,0.0,7.958235740661621,2,False
210,310.0,OPTIMAL,310.0,True,0.0,0.0,7.782819032669067,2,False
211,555.0,OPTIMAL,0.0,False,555.0,0.9999999999981982,8.495218515396118,3,False
212,430.7692307692307,OPTIMAL,366.6666666666667,False,64.10256410256403,0.14880952380917822,8.292227268218994,2,False
213,40.0,OPTIMAL,40.0,True,0.0,0.0,7.579596757888794,2,False
214,225.00000000000003,OPTIMAL,225.00000000000003,True,0.0,0.0,6.551856756210327,2,False
215,30.0,OPTIMAL,30.0,True,0.0,0.0,7.066303014755249,2,False
216,60.0,OPTIMAL,55.0,False,5.0,0.08333333333194445,6.14597225189209,2,False
217,256500.0,OPTIMAL,256500.0,True,0.0,0.0,6.042238712310791,2,False
218,1970.0,OPTIMAL,1830.0,False,140.0,0.07106598984767966,7.3752946853637695,2,False
219,70.0,OPTIMAL,70.0,True,0.0,0.0,10.029261112213135,2,False
220,40.0,OPTIMAL,40.0,True,0.0,0.0,7.270758152008057,2,False
221,125.49295774647888,OPTIMAL,125.49295774647888,True,0.0,0.0,6.4460437297821045,2,False
222,8.0,OPTIMAL,8.0,True,0.0,0.0,6.147345066070557,2,False
223,16500.0,OPTIMAL,16500.0,True,0.0,0.0,7.369352579116821,2,False
224,2400.0,OPTIMAL,2400.0,True,0.0,0.0,7.0677289962768555,2,False
225,2.3,OPTIMAL,2.3,True,0.0,0.0,4.913167953491211,2,False
226,72.0,OPTIMAL,72.0,True,0.0,0.0,5.216329097747803,2,False
227,214.0,OPTIMAL,214.0,True,0.0,0.0,7.995898723602295,2,False
228,8.0,OPTIMAL,8.0,True,0.0,0.0,5.221365213394165,2,False
229,2190.0,OPTIMAL,2190.0,True,0.0,0.0,7.86529803276062,2,False
230,26.0,OPTIMAL,26.0,True,0.0,0.0,5.957854747772217,2,False
